Type,Debt,Introduce Date,Introduce Author,Introduce Comment,Remove Date,Remove Author,Remove Comment,Introduce ID,Remove ID
DESIGN,// no snapshot in dst tree of rename // the above scenario ,2013-04-17,Tsz-wo Sze,HDFS-4550. Refactor INodeDirectory.INodesInPath to a standalone class.,NULL,NULL,NULL,9280468b1acfa346250d0212b5cb7486dc83705c,NULL
DESIGN,"/*
hadoop,   * TODO: After YARN-2 is committed, we should call containerResource.getCpus()
hadoop,   * (or equivalent) to multiply the weight by the number of requested cpus.
hadoop,   */",2012-12-18,Alejandro Abdelnur,YARN-3. Add support for CPU isolation/monitoring of containers. (adferguson via tucu),2013-06-12,Alejandro Abdelnur,YARN-600. Hook up cgroups CPU settings to the number of virtual cores allocated. (sandyr via tucu),5032a694ed250f65ade8c2b62c97b89ab45f53ea,80eb92aff02cc9f899a6897e9cbc2bc69bd56136
DESIGN,"// Based on testing, ApplicationMaster executables don't terminate until // a little after the container appears to have finished. Therefore, we // wait a short bit for the cgroup to become empty before deleting it.",2012-12-18,Alejandro Abdelnur,YARN-3. Add support for CPU isolation/monitoring of containers. (adferguson via tucu),NULL,NULL,NULL,5032a694ed250f65ade8c2b62c97b89ab45f53ea,NULL
DESIGN,// TODO: Fix store,2011-08-18,Vinod Kumar Vavilapalli,"MAPREDUCE-279. MapReduce 2.0. Merging MR-279 branch into trunk. Contributed by Arun C Murthy, Christopher Douglas, Devaraj Das, Greg Roelofs, Jeffrey Naisbitt, Josh Wills, Jonathan Eagles, Krishna Ramachandran, Luke Lu, Mahadev Konar, Robert Evans, Sharad Agarwal, Siddharth Seth, Thomas Graves, and Vinod Kumar Vavilapalli.",NULL,NULL,NULL,dbecbe5dfe50f834fc3b8401709079e9470cc517,NULL
DESIGN,"// TODO: sample the generated key/value records, and put the numbers below",2009-06-24,Christopher Douglas,"HADOOP-3315. Add a new, binary file foramt, TFile. Contributed by Hong Tang.",NULL,NULL,NULL,8246aa28ff72e3ae81eb6ce59852abd5828fadc6,NULL
DESIGN,//TODO remove this once the deprecate APIs in LoggedJob are removed,2011-06-12,Todd Lipcon,"HADOOP-7106. Reorganize SVN layout to combine HDFS, Common, and MR in a single tree (project unsplit)",NULL,NULL,NULL,a196766ea07775f18ded69bd9e8d239f8cfd3ccc,NULL
DESIGN,"// XXX There may be redundant location info available in the event. // We might consider extracting it from this event. Currently this // is redundant, but making this will add future-proofing.",2011-06-12,Todd Lipcon,"HADOOP-7106. Reorganize SVN layout to combine HDFS, Common, and MR in a single tree (project unsplit)",NULL,NULL,NULL,a196766ea07775f18ded69bd9e8d239f8cfd3ccc,NULL
DESIGN,// TODO Fix in YARN-628.,2013-05-10,Vinod Kumar Vavilapalli,YARN-634. Modified YarnRemoteException to be not backed by PB and introduced a separate SerializedException record. Contributed by Siddharth Seth. MAPREDUCE-5239. Updated MR App to reflect YarnRemoteException changes after YARN-634. Contributed by Siddharth Seth.,2013-05-16,Vinod Kumar Vavilapalli,YARN-628. Fix the way YarnRemoteException is being unrolled to extract out the underlying exception. Contributed by Siddharth Seth.,2638bc67a48f923404d57ed2026c4997df6bd06e,065747efabd1cbea9b14e93e905e304b9973d355
DESIGN,//TODO fix this after HADOOP-8661,2012-08-17,Thomas Graves,YARN-25. remove old aggregated logs  (Robert Evans via tgraves),NULL,NULL,NULL,7fc6ad661d4723cc2ea1df1ff0c4611d5f534f9e,NULL
DESIGN,//TODO fix this after HADOOP-8661,2014-01-26,Vinod Kumar Vavilapalli,YARN-321. Merging YARN-321 branch to trunk. svn merge ../branches/YARN-321,NULL,NULL,NULL,cbee889711eddc5c67a61df4a6531b4ab3cd205a,NULL
DESIGN,// TODO Seek directly to the key once a comparator is specified.,2011-10-28,Vinod Kumar Vavilapalli,MAPREDUCE-2989. Modified JobHistory to link to task and AM logs from the JobHistoryServer. Contributed by Siddharth Seth.,NULL,NULL,NULL,670fa24b48acb407c22fbfdde87ae3123dcbf449,NULL
DESIGN,// TODO Seek directly to the key once a comparator is specified.,2014-01-26,Vinod Kumar Vavilapalli,YARN-321. Merging YARN-321 branch to trunk. svn merge ../branches/YARN-321,NULL,NULL,NULL,cbee889711eddc5c67a61df4a6531b4ab3cd205a,NULL
DESIGN,// TODO Maybe support suffix to be more than a single file.,2011-11-03,Vinod Kumar Vavilapalli,MAPREDUCE-3297. Moved log related components into yarn-common so that HistoryServer and clients can use them without depending on the yarn-server-nodemanager module. Contributed by Siddharth Seth.,NULL,NULL,NULL,c27601fefebd0af887a12d684bfc6f90d9fc0321,NULL
DESIGN,// this could be because DNS is down - in which case we just want // to retry and not bring RM down,2012-06-21,Thomas Graves,MAPREDUCE-4295. RM crashes due to DNS issue (tgraves),2012-07-10,Vinod Kumar Vavilapalli,MAPREDUCE-3940. ContainerTokens should have an expiry interval. Contributed by Siddharth Seth and Vinod Kumar Vavilapalli.,126dd6adefeb00e4ba81ea137d63a8a76b75c3bd,3bfb26ad3b5ac46f992a632541c97ca2bc897638
DESIGN,"// no need to change service because we aren't exactly sure what it // should be.  we can guess, but it might be wrong if the local conf // value is incorrect.  the service is a client side field, so the remote // end does not care about the value",2011-10-31,Tsz-wo Sze,HDFS-2385. Support renew and cancel delegation tokens in webhdfs.,2011-11-07,Tsz-wo Sze,HDFS-2528. Webhdfs: set delegation kind to WEBHDFS and add a HDFS token when http requests are redirected to datanode.,32cad9affe159ff7c6e4c7e31f57174967ef210a,a590b498acf1a424ffbb3a9d8849c0abb409366d
DESIGN,// Scale the maximum events we fetch per RPC call to mitigate OOM issues // on the ApplicationMaster when a thundering herd of reducers fetch events // TODO: This should not be necessary after HADOOP-8942,2012-10-25,Vinod Kumar Vavilapalli,MAPREDUCE-4730. Fix Reducer's EventFetcher to scale the map-completion requests slowly to avoid HADOOP-8942. Contributed by Jason Lowe.,NULL,NULL,NULL,895029b2f2535f1ba8275be29fda16d0f80be790,NULL
DESIGN,// Scale the maximum events we fetch per RPC call to mitigate OOM issues // on the ApplicationMaster when a thundering herd of reducers fetch events // TODO: This should not be necessary after HADOOP-8942,2015-10-16,Sangjin Lee,YARN-2556. Tool to measure the performance of the timeline server (Chang Li via sjlee),NULL,NULL,NULL,58590fef49bf45fc97c81277560e08da6b753f95,NULL
DESIGN,// TODO: would like to use integer comparisons here but can't due to //       roundoff errors in absolute capacity calculations,2012-01-12,Mahadev Konar,MAPREDUCE-3625. CapacityScheduler web-ui display of queue's used capacity is broken. (Jason Lowe via mahadev),NULL,NULL,NULL,0086014703db5f1299143103e92093c4e8cf92d7,NULL
DESIGN,// This is the proper exception to catch; move on.,2011-06-12,Todd Lipcon,"HADOOP-7106. Reorganize SVN layout to combine HDFS, Common, and MR in a single tree (project unsplit)",NULL,NULL,NULL,a196766ea07775f18ded69bd9e8d239f8cfd3ccc,NULL
DESIGN,// This is the proper exception to catch; move on.,2014-04-24,Arpit Agarwal,HDFS-6273. Add file missed in previous checkin.,NULL,NULL,NULL,730e0675da80642c05c79c52ba345555f2cfba43,NULL
DESIGN,// This is the proper exception to catch; move on.,2015-08-29,Jakob Homan,HDFS-8155. Support OAuth2 in WebHDFS.,NULL,NULL,NULL,837fb75e8e03b2f016bcea2f4605106a5022491c,NULL
DESIGN,// DFSck client scans for the string HEALTHY/CORRUPT to check the status // of file system and return appropriate code. Changing the output // string might break testcases. Also note this must be the last line  // of the report.,2011-06-12,Todd Lipcon,"HADOOP-7106. Reorganize SVN layout to combine HDFS, Common, and MR in a single tree (project unsplit)",NULL,NULL,NULL,a196766ea07775f18ded69bd9e8d239f8cfd3ccc,NULL
DESIGN,// perhaps we should bail out here... // return;,2011-06-12,Todd Lipcon,"HADOOP-7106. Reorganize SVN layout to combine HDFS, Common, and MR in a single tree (project unsplit)",2012-03-22,Eli Collins,HDFS-3044. fsck move should be non-destructive by default. Contributed by Colin Patrick McCabe,a196766ea07775f18ded69bd9e8d239f8cfd3ccc,4feef863721ba88c9cbf4557502e2082dfca7c40
DESIGN,"/*
hadoop,   * XXX (ab) Bulk of this method is copied verbatim from {@link DFSClient}, which is
hadoop,   * bad. Both places should be refactored to provide a method to copy blocks
hadoop,   * around.
hadoop,   */",2011-06-12,Todd Lipcon,"HADOOP-7106. Reorganize SVN layout to combine HDFS, Common, and MR in a single tree (project unsplit)",NULL,NULL,NULL,a196766ea07775f18ded69bd9e8d239f8cfd3ccc,NULL
DESIGN,// TODO: Use secure IO Utils to avoid symlink attacks. //TODO Fix findBugs close warning along with IOUtils change,2011-08-18,Vinod Kumar Vavilapalli,"MAPREDUCE-279. MapReduce 2.0. Merging MR-279 branch into trunk. Contributed by Arun C Murthy, Christopher Douglas, Devaraj Das, Greg Roelofs, Jeffrey Naisbitt, Josh Wills, Jonathan Eagles, Krishna Ramachandran, Luke Lu, Mahadev Konar, Robert Evans, Sharad Agarwal, Siddharth Seth, Thomas Graves, and Vinod Kumar Vavilapalli.",2013-05-29,Vinod Kumar Vavilapalli,YARN-578. Fixed NM to use SecureIOUtils for reading and aggregating logs. Contributed by Omkar Vinit Joshi.,dbecbe5dfe50f834fc3b8401709079e9470cc517,5420f287ccc83df69b6725942754c82b89e46b3e
DESIGN,// NOTE: could probably be rewritten more efficiently,2012-05-23,Todd Lipcon,HDFS-2982. Startup performance suffers when there are many edit log segments. Contributed by Colin Patrick McCabe.,2012-12-10,Uma Maheswara Rao G,HDFS-4130. BKJM: The reading for editlog at NN starting using bkjm is not efficient. Contributed by Han Xiao.,74dfa8f1f22d58df64a78c660af111e17ab7053e,103eff1fad9dc947c5c078f829044cff2da6139b
DESIGN,"// Currently, BKJM automatically formats itself when first accessed. // TODO: change over to explicit formatting so that the admin can // clear out the BK storage when reformatting a cluster.",2012-08-09,Todd Lipcon,HDFS-3695. Genericize format() to non-file JournalManagers. Contributed by Todd Lipcon.,2012-11-08,Uma Maheswara Rao G,HDFS-3810. Implement format() for BKJM. Contributed by Ivan Kelly.,9d0f8792a9a1d3d2b24adfc2c213247a099e7ad1,f1fe91ec9519535153f05acd3e6402bdb8e12c56
DESIGN,// TODO: Problem if no header like this,2011-08-18,Vinod Kumar Vavilapalli,"MAPREDUCE-279. MapReduce 2.0. Merging MR-279 branch into trunk. Contributed by Arun C Murthy, Christopher Douglas, Devaraj Das, Greg Roelofs, Jeffrey Naisbitt, Josh Wills, Jonathan Eagles, Krishna Ramachandran, Luke Lu, Mahadev Konar, Robert Evans, Sharad Agarwal, Siddharth Seth, Thomas Graves, and Vinod Kumar Vavilapalli.",NULL,NULL,NULL,dbecbe5dfe50f834fc3b8401709079e9470cc517,NULL
DESIGN,"// TODO: workaround: // - during startup, if there are no edits dirs on disk, then there is // a call to areResourcesAvailable() with no dirs at all, which was // previously causing the NN to enter safemode",2012-07-20,Todd Lipcon,HDFS-3077. Quorum-based protocol for reading and writing edit logs. Contributed by Todd Lipcon based on initial work from Brandon Li and Hari Mankude.,NULL,NULL,NULL,74d4573a23db5586c6e47ff2277aa7c35237da34,NULL
DESIGN,"// TODO: workaround: // - during startup, if there are no edits dirs on disk, then there is // a call to areResourcesAvailable() with no dirs at all, which was // previously causing the NN to enter safemode",2015-04-02,Zhe Zhang,HDFS-7839. Erasure coding: implement facilities in NameNode to create and manage EC zones. Contributed by Zhe Zhang,NULL,NULL,NULL,1af8c148626effe1b41fc536019fd3349f485d59,NULL
DESIGN,"// TODO: workaround: // - during startup, if there are no edits dirs on disk, then there is // a call to areResourcesAvailable() with no dirs at all, which was // previously causing the NN to enter safemode",2016-02-08,zhezhang,HDFS-9244. Support nested encryption zones.,NULL,NULL,NULL,dbe49c1bd6f62f04cf4290795b81a66fbd41d44c,NULL
DESIGN,"// TODO: workaround: // - during startup, if there are no edits dirs on disk, then there is // a call to areResourcesAvailable() with no dirs at all, which was // previously causing the NN to enter safemode",2015-08-29,Jakob Homan,HDFS-8155. Support OAuth2 in WebHDFS.,NULL,NULL,NULL,837fb75e8e03b2f016bcea2f4605106a5022491c,NULL
DESIGN,// TODO: What use of this with info() in?,2011-08-18,Vinod Kumar Vavilapalli,"MAPREDUCE-279. MapReduce 2.0. Merging MR-279 branch into trunk. Contributed by Arun C Murthy, Christopher Douglas, Devaraj Das, Greg Roelofs, Jeffrey Naisbitt, Josh Wills, Jonathan Eagles, Krishna Ramachandran, Luke Lu, Mahadev Konar, Robert Evans, Sharad Agarwal, Siddharth Seth, Thomas Graves, and Vinod Kumar Vavilapalli.",NULL,NULL,NULL,dbecbe5dfe50f834fc3b8401709079e9470cc517,NULL
DESIGN,// TODO: What use of this with info() in?,2015-08-05,Jian He,YARN-3983. Refactored CapacityScheduleri#FiCaSchedulerApp to easier extend container allocation logic. Contributed by Wangda Tan,NULL,NULL,NULL,ba2313d6145a1234777938a747187373f4cd58d9,NULL
DESIGN,// nn.checkOperation(OperationCategory.WRITE); // TODO: I dont think this should be checked - it's just for logging // and dropping backups,2011-12-21,Todd Lipcon,HDFS-2693. Fix synchronization issues around state transition. Contributed by Todd Lipcon.,2012-02-23,Todd Lipcon,HDFS-2985. Improve logging when replicas are marked as corrupt. Contributed by Todd Lipcon.,36d1c49486587c2dbb193e8538b1d4510c462fa6,475db83b874f5808811d6f2d5be425a6bd14bca5
DESIGN,// NB: not checking OperationCategory so this works on a standby,2012-02-09,Eli Collins,HDFS-2922. HA: close out operation categories. Contributed by Eli Collins,2012-02-10,Todd Lipcon,Revert HDFS-2922 via svn merge -c -1242572,a63e12c4c8b6d637eb6ab04f84de183e8d34bb00,a626fa04f983623b1e2c00189df6f0b83b806b5f
DESIGN,// check map task reports // TODO fix testcase  // Disabling checks for now to get builds to run,2011-11-01,Arun Murthy,MAPREDUCE-3321. Disabled a few MR tests for 0.23. Contributed by Hitesh Shah.,NULL,NULL,NULL,5f7e9916590012f3102d2bfe3012115a9f5b1c3c,NULL
DESIGN,// check map task reports // TODO fix testcase  // Disabling checks for now to get builds to run,2014-06-10,Chris Nauroth,"HADOOP-9629. Support Windows Azure Storage - Blob as a file system in Hadoop. Contributed by Dexter Bradshaw, Mostafa Elhemali, Xi Fang, Johannes Klein, David Lao, Mike Liddell, Chuan Liu, Lengning Liu, Ivan Mitic, Michael Rys, Alexander Stojanovic, Brian Swan, and Min Wei.",NULL,NULL,NULL,81bc395deb3ba00567dc067d6ca71bacf9e3bc82,NULL
DESIGN,// TODO: unfortunately this fails -- should be improved. // See HDFS-2173.,2011-07-29,Todd Lipcon,HDFS-1073. Redesign the NameNode's storage layout for image checkpoints and edit logs to introduce transaction IDs and be more robust. Contributed by Todd Lipcon and Ivan Kelly.,NULL,NULL,NULL,28e6a4e44a3e920dcaf858f9a74a6358226b3a63,NULL
DESIGN,// TODO: more resources.,2011-08-18,Vinod Kumar Vavilapalli,"MAPREDUCE-279. MapReduce 2.0. Merging MR-279 branch into trunk. Contributed by Arun C Murthy, Christopher Douglas, Devaraj Das, Greg Roelofs, Jeffrey Naisbitt, Josh Wills, Jonathan Eagles, Krishna Ramachandran, Luke Lu, Mahadev Konar, Robert Evans, Sharad Agarwal, Siddharth Seth, Thomas Graves, and Vinod Kumar Vavilapalli.",2011-09-13,Arun Murthy,MAPREDUCE-2896. Simplify all apis to in org.apache.hadoop.yarn.api.records.* to be get/set only. Added javadocs to all public records.,dbecbe5dfe50f834fc3b8401709079e9470cc517,6165875dc6bf67d72fc3ce1d96dfc80ba312d4a1
DESIGN,"// Since we're creating a new UserGroupInformation here, we know that no // future RPC proxies will be able to re-use the same connection. And // usages of this proxy tend to be one-off calls. // // This is a temporary fix: callers should really achieve this by using // RPC.stopProxy() on the resulting object, but this is currently not // working in trunk. See the discussion on HDFS-1965.",2011-07-19,Tsz-wo Sze,"HDFS-2161. Move createNamenode(..), createClientDatanodeProtocolProxy(..) and Random object creation to DFSUtil; move DFSClient.stringifyToken(..) to DelegationTokenIdentifier.",2011-10-31,Tsz-wo Sze,HDFS-2385. Support renew and cancel delegation tokens in webhdfs.,710e5a960e8af1d4c73e386041096aacfee8b828,32cad9affe159ff7c6e4c7e31f57174967ef210a
DESIGN,"// If we found a proxy provider, then this URI should be a logical NN. // Given that, it shouldn't have a non-default port number.",2012-01-17,Todd Lipcon,HDFS-2767. ConfiguredFailoverProxyProvider should support NameNodeProtocol. Contributed by Uma Maheswara Rao G.,2012-02-28,Aaron Myers,HDFS-2958. Sweep for remaining proxy construction which doesn't go through failover path.,212678f036f4f96493bc14a584e758f97cf65573,c69dfdd5e14af490790dff8227b11962ec816577
DESIGN,"// If we found a proxy provider, then this URI should be a logical NN. // Given that, it shouldn't have a non-default port number.",2012-02-28,Aaron Myers,HDFS-2958. Sweep for remaining proxy construction which doesn't go through failover path.,NULL,NULL,NULL,c69dfdd5e14af490790dff8227b11962ec816577,NULL
DESIGN,"// If we found a proxy provider, then this URI should be a logical NN. // Given that, it shouldn't have a non-default port number.",2015-08-25,yliu,HDFS-8900. Compact XAttrs to optimize memory footprint. (yliu),NULL,NULL,NULL,eee0d4563c62647cfaaed6605ee713aaf69add78,NULL
DESIGN,"//TODO: fix the bug where the speculator gets events with  //not-fully-constructed objects. For now, disable speculative exec",2011-08-18,Vinod Kumar Vavilapalli,"MAPREDUCE-279. MapReduce 2.0. Merging MR-279 branch into trunk. Contributed by Arun C Murthy, Christopher Douglas, Devaraj Das, Greg Roelofs, Jeffrey Naisbitt, Josh Wills, Jonathan Eagles, Krishna Ramachandran, Luke Lu, Mahadev Konar, Robert Evans, Sharad Agarwal, Siddharth Seth, Thomas Graves, and Vinod Kumar Vavilapalli.",NULL,NULL,NULL,dbecbe5dfe50f834fc3b8401709079e9470cc517,NULL
DESIGN,"// Now set mark() to trigger the bug // NOTE: in the fixed code, mark() does nothing (not supported) and //   hence won't trigger this bug.",2009-05-19,Owen O'Malley,HADOOP-4687 Moving directories around,2009-05-28,Giridharan Kesavan,fixed test test-core and test-contrib targets,abe7be913432053f6d419ea4ca4f9cd2be938bc7,7e7fd2ce5b754c6398f8a326e5172d1e1b57c8e6
